Deputado;Mes;Tipo;Valor;Nome_Mes;Tipo_Abreviado
CLARICE GANEM;3;A - COMBUSTÍVEIS E LUBRIFICANTES;1000.0;Mar;COMBUSTIVEIS
CLARICE GANEM;3;A - COMBUSTÍVEIS E LUBRIFICANTES;1089.46;Mar;COMBUSTIVEIS
CLARICE GANEM;3;A - COMBUSTÍVEIS E LUBRIFICANTES;100.0;Mar;COMBUSTIVEIS
CLARICE GANEM;3;A - COMBUSTÍVEIS E LUBRIFICANTES;392.33;Mar;COMBUSTIVEIS
CLARICE GANEM;3;A - COMBUSTÍVEIS E LUBRIFICANTES;100.0;Mar;COMBUSTIVEIS
CLARICE GANEM;3;A - COMBUSTÍVEIS E LUBRIFICANTES;216.89;Mar;COMBUSTIVEIS
CLARICE GANEM;3;A - COMBUSTÍVEIS E LUBRIFICANTES;688.37;Mar;COMBUSTIVEIS
CLARICE GANEM;3;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;1060.15;Mar;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;3;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;792.12;Mar;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;3;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;180.0;Mar;PUBLIC/INTERNET/SOFTWARE
CLARICE GANEM;3;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);493.2;Mar;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CLARICE GANEM;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;61.5;Mar;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;44.6;Mar;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;144.09;Mar;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;58.35;Mar;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;84.0;Mar;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;182.06;Mar;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;3;K - LOCAÇÃO DE BENS MÓVEIS;268.4;Mar;LOC. MOVEIS
CLARICE GANEM;3;K - LOCAÇÃO DE BENS MÓVEIS;650.35;Mar;LOC. MOVEIS
CLARICE GANEM;3;K - LOCAÇÃO DE BENS MÓVEIS;2463.3;Mar;LOC. MOVEIS
CLARICE GANEM;3;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;1162.24;Mar;MANUT: MOVEIS/IMOVEIS/OUTROS
CLARICE GANEM;3;O - LOCAÇÃO DE VEÍCULO;5203.22;Mar;LOC. VEICULO
CLARICE GANEM;3;P - DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR;10000.0;Mar;DIVULGACAO: ATIVIDADE PARLAMENTAR
CLARICE GANEM;4;A - COMBUSTÍVEIS E LUBRIFICANTES;240.65;Abr;COMBUSTIVEIS
CLARICE GANEM;4;A - COMBUSTÍVEIS E LUBRIFICANTES;500.0;Abr;COMBUSTIVEIS
CLARICE GANEM;4;A - COMBUSTÍVEIS E LUBRIFICANTES;231.24;Abr;COMBUSTIVEIS
CLARICE GANEM;4;A - COMBUSTÍVEIS E LUBRIFICANTES;155.1;Abr;COMBUSTIVEIS
CLARICE GANEM;4;A - COMBUSTÍVEIS E LUBRIFICANTES;178.26;Abr;COMBUSTIVEIS
CLARICE GANEM;4;A - COMBUSTÍVEIS E LUBRIFICANTES;587.04;Abr;COMBUSTIVEIS
CLARICE GANEM;4;A - COMBUSTÍVEIS E LUBRIFICANTES;512.68;Abr;COMBUSTIVEIS
CLARICE GANEM;4;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;899.3;Abr;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;4;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;142.0;Abr;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;4;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;819.0;Abr;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;4;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;1028.49;Abr;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;4;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;190.39;Abr;PUBLIC/INTERNET/SOFTWARE
CLARICE GANEM;4;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);566.67;Abr;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CLARICE GANEM;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;63.5;Abr;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;73.5;Abr;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;67.87;Abr;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;83.82;Abr;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;292.71;Abr;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;35.0;Abr;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;4;K - LOCAÇÃO DE BENS MÓVEIS;368.54;Abr;LOC. MOVEIS
CLARICE GANEM;4;K - LOCAÇÃO DE BENS MÓVEIS;650.35;Abr;LOC. MOVEIS
CLARICE GANEM;4;K - LOCAÇÃO DE BENS MÓVEIS;2463.3;Abr;LOC. MOVEIS
CLARICE GANEM;4;L - LOCAÇÃO DE BENS IMÓVEIS;5200.0;Abr;LOC. IMOVEIS
CLARICE GANEM;4;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;275.53;Abr;MANUT: MOVEIS/IMOVEIS/OUTROS
CLARICE GANEM;4;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;1162.24;Abr;MANUT: MOVEIS/IMOVEIS/OUTROS
CLARICE GANEM;4;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;146.66;Abr;MANUT: MOVEIS/IMOVEIS/OUTROS
CLARICE GANEM;4;N - MORADIA;421.0;Abr;MORADIA
CLARICE GANEM;4;O - LOCAÇÃO DE VEÍCULO;5203.22;Abr;LOC. VEICULO
CLARICE GANEM;5;A - COMBUSTÍVEIS E LUBRIFICANTES;500.0;Mai;COMBUSTIVEIS
CLARICE GANEM;5;A - COMBUSTÍVEIS E LUBRIFICANTES;242.03;Mai;COMBUSTIVEIS
CLARICE GANEM;5;A - COMBUSTÍVEIS E LUBRIFICANTES;203.53;Mai;COMBUSTIVEIS
CLARICE GANEM;5;A - COMBUSTÍVEIS E LUBRIFICANTES;170.23;Mai;COMBUSTIVEIS
CLARICE GANEM;5;A - COMBUSTÍVEIS E LUBRIFICANTES;231.63;Mai;COMBUSTIVEIS
CLARICE GANEM;5;A - COMBUSTÍVEIS E LUBRIFICANTES;174.2;Mai;COMBUSTIVEIS
CLARICE GANEM;5;A - COMBUSTÍVEIS E LUBRIFICANTES;447.92;Mai;COMBUSTIVEIS
CLARICE GANEM;5;A - COMBUSTÍVEIS E LUBRIFICANTES;585.15;Mai;COMBUSTIVEIS
CLARICE GANEM;5;A - COMBUSTÍVEIS E LUBRIFICANTES;360.54;Mai;COMBUSTIVEIS
CLARICE GANEM;5;"C - MATERIAIS E SERVIÇOS DE MANUT E CONSERV DE VEÍCULOS ; PEDÁGIOS";34.8;Mai;MEC/REPARO AUTOMOTIVA E PEDAGIO
CLARICE GANEM;5;D - MATERIAIS E SERVIÇOS GRÁFICOS, DE CÓPIAS E REPRODUÇÃO DE DOCS;121.8;Mai;MAT. SERV. GRAFICOS
CLARICE GANEM;5;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;557.4;Mai;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;5;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;199.99;Mai;PUBLIC/INTERNET/SOFTWARE
CLARICE GANEM;5;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);522.05;Mai;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CLARICE GANEM;5;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;39.0;Mai;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;5;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;68.5;Mai;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;5;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;84.0;Mai;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;5;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;453.95;Mai;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;5;K - LOCAÇÃO DE BENS MÓVEIS;549.68;Mai;LOC. MOVEIS
CLARICE GANEM;5;K - LOCAÇÃO DE BENS MÓVEIS;650.35;Mai;LOC. MOVEIS
CLARICE GANEM;5;K - LOCAÇÃO DE BENS MÓVEIS;2463.3;Mai;LOC. MOVEIS
CLARICE GANEM;5;L - LOCAÇÃO DE BENS IMÓVEIS;5200.0;Mai;LOC. IMOVEIS
CLARICE GANEM;5;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;275.53;Mai;MANUT: MOVEIS/IMOVEIS/OUTROS
CLARICE GANEM;5;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;1162.24;Mai;MANUT: MOVEIS/IMOVEIS/OUTROS
CLARICE GANEM;5;O - LOCAÇÃO DE VEÍCULO;5203.22;Mai;LOC. VEICULO
CLARICE GANEM;5;P - DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR;10000.0;Mai;DIVULGACAO: ATIVIDADE PARLAMENTAR
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;132.53;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;1167.04;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;200.0;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;50.0;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;181.44;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;191.94;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;204.0;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;205.04;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;401.02;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;410.91;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;394.55;Jun;COMBUSTIVEIS
CLARICE GANEM;6;A - COMBUSTÍVEIS E LUBRIFICANTES;100.0;Jun;COMBUSTIVEIS
CLARICE GANEM;6;"C - MATERIAIS E SERVIÇOS DE MANUT E CONSERV DE VEÍCULOS ; PEDÁGIOS";329.78;Jun;MEC/REPARO AUTOMOTIVA E PEDAGIO
CLARICE GANEM;6;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;726.9;Jun;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;6;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;272.25;Jun;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;6;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);277.47;Jun;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CLARICE GANEM;6;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;73.0;Jun;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;6;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;106.3;Jun;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;6;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;42.0;Jun;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;6;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;55.28;Jun;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;6;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;419.33;Jun;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;6;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;35.0;Jun;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;6;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;56.0;Jun;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;6;K - LOCAÇÃO DE BENS MÓVEIS;268.4;Jun;LOC. MOVEIS
CLARICE GANEM;6;K - LOCAÇÃO DE BENS MÓVEIS;650.35;Jun;LOC. MOVEIS
CLARICE GANEM;6;K - LOCAÇÃO DE BENS MÓVEIS;2463.3;Jun;LOC. MOVEIS
CLARICE GANEM;6;L - LOCAÇÃO DE BENS IMÓVEIS;5200.0;Jun;LOC. IMOVEIS
CLARICE GANEM;6;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;275.53;Jun;MANUT: MOVEIS/IMOVEIS/OUTROS
CLARICE GANEM;6;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;1162.24;Jun;MANUT: MOVEIS/IMOVEIS/OUTROS
CLARICE GANEM;6;N - MORADIA;412.0;Jun;MORADIA
CLARICE GANEM;6;P - DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR;10000.0;Jun;DIVULGACAO: ATIVIDADE PARLAMENTAR
CLARICE GANEM;7;A - COMBUSTÍVEIS E LUBRIFICANTES;400.0;Jul;COMBUSTIVEIS
CLARICE GANEM;7;A - COMBUSTÍVEIS E LUBRIFICANTES;452.85;Jul;COMBUSTIVEIS
CLARICE GANEM;7;A - COMBUSTÍVEIS E LUBRIFICANTES;220.72;Jul;COMBUSTIVEIS
CLARICE GANEM;7;A - COMBUSTÍVEIS E LUBRIFICANTES;269.95;Jul;COMBUSTIVEIS
CLARICE GANEM;7;A - COMBUSTÍVEIS E LUBRIFICANTES;224.45;Jul;COMBUSTIVEIS
CLARICE GANEM;7;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;1356.7;Jul;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;7;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;56.0;Jul;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;7;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;280.0;Jul;MAT. ESCRITORIO E OUTROS
CLARICE GANEM;7;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;58.78;Jul;HOSPEDAGEM/ALIMENTACAO
CLARICE GANEM;7;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;50.0;Jul;MANUT: MOVEIS/IMOVEIS/OUTROS
CONTE LOPES;1;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;430.0;Jan;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;1;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);233.2;Jan;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;1;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);144.68;Jan;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;1;K - LOCAÇÃO DE BENS MÓVEIS;3100.0;Jan;LOC. MOVEIS
CONTE LOPES;1;L - LOCAÇÃO DE BENS IMÓVEIS;2300.0;Jan;LOC. IMOVEIS
CONTE LOPES;1;O - LOCAÇÃO DE VEÍCULO;5203.22;Jan;LOC. VEICULO
CONTE LOPES;2;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;207.5;Fev;MAT. ESCRITORIO E OUTROS
CONTE LOPES;2;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;62.99;Fev;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;2;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;430.0;Fev;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;2;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);284.2;Fev;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;2;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);144.68;Fev;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;2;K - LOCAÇÃO DE BENS MÓVEIS;3100.0;Fev;LOC. MOVEIS
CONTE LOPES;2;L - LOCAÇÃO DE BENS IMÓVEIS;2300.0;Fev;LOC. IMOVEIS
CONTE LOPES;2;O - LOCAÇÃO DE VEÍCULO;5203.22;Fev;LOC. VEICULO
CONTE LOPES;3;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;58.99;Mar;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;3;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;430.0;Mar;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;3;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);293.2;Mar;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;3;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);144.68;Mar;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;3;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);69.21;Mar;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;3;K - LOCAÇÃO DE BENS MÓVEIS;3100.0;Mar;LOC. MOVEIS
CONTE LOPES;3;L - LOCAÇÃO DE BENS IMÓVEIS;2300.0;Mar;LOC. IMOVEIS
CONTE LOPES;3;O - LOCAÇÃO DE VEÍCULO;5203.22;Mar;LOC. VEICULO
CONTE LOPES;4;D - MATERIAIS E SERVIÇOS GRÁFICOS, DE CÓPIAS E REPRODUÇÃO DE DOCS;8200.0;Abr;MAT. SERV. GRAFICOS
CONTE LOPES;4;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;84.0;Abr;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;4;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;430.0;Abr;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;4;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);294.59;Abr;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;4;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);144.68;Abr;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;4;K - LOCAÇÃO DE BENS MÓVEIS;3100.0;Abr;LOC. MOVEIS
CONTE LOPES;4;L - LOCAÇÃO DE BENS IMÓVEIS;2300.0;Abr;LOC. IMOVEIS
CONTE LOPES;4;O - LOCAÇÃO DE VEÍCULO;867.2;Abr;LOC. VEICULO
CONTE LOPES;4;O - LOCAÇÃO DE VEÍCULO;4714.25;Abr;LOC. VEICULO
CONTE LOPES;5;D - MATERIAIS E SERVIÇOS GRÁFICOS, DE CÓPIAS E REPRODUÇÃO DE DOCS;10000.0;Mai;MAT. SERV. GRAFICOS
CONTE LOPES;5;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;152.0;Mai;MAT. ESCRITORIO E OUTROS
CONTE LOPES;5;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;51.0;Mai;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;5;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;430.0;Mai;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;5;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);305.2;Mai;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;5;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);144.68;Mai;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;5;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;158.19;Mai;HOSPEDAGEM/ALIMENTACAO
CONTE LOPES;5;K - LOCAÇÃO DE BENS MÓVEIS;3100.0;Mai;LOC. MOVEIS
CONTE LOPES;5;L - LOCAÇÃO DE BENS IMÓVEIS;2300.0;Mai;LOC. IMOVEIS
CONTE LOPES;5;O - LOCAÇÃO DE VEÍCULO;5657.6;Mai;LOC. VEICULO
CONTE LOPES;6;D - MATERIAIS E SERVIÇOS GRÁFICOS, DE CÓPIAS E REPRODUÇÃO DE DOCS;6302.5;Jun;MAT. SERV. GRAFICOS
CONTE LOPES;6;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;355.4;Jun;MAT. ESCRITORIO E OUTROS
CONTE LOPES;6;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;87.53;Jun;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;6;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;430.0;Jun;PUBLIC/INTERNET/SOFTWARE
CONTE LOPES;6;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);269.43;Jun;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
CONTE LOPES;6;K - LOCAÇÃO DE BENS MÓVEIS;3100.0;Jun;LOC. MOVEIS
CONTE LOPES;6;L - LOCAÇÃO DE BENS IMÓVEIS;2300.0;Jun;LOC. IMOVEIS
CONTE LOPES;6;O - LOCAÇÃO DE VEÍCULO;5657.6;Jun;LOC. VEICULO
DANI ALONSO;1;A - COMBUSTÍVEIS E LUBRIFICANTES;122.02;Jan;COMBUSTIVEIS
DANI ALONSO;1;A - COMBUSTÍVEIS E LUBRIFICANTES;64.09;Jan;COMBUSTIVEIS
DANI ALONSO;1;A - COMBUSTÍVEIS E LUBRIFICANTES;420.03;Jan;COMBUSTIVEIS
DANI ALONSO;1;"C - MATERIAIS E SERVIÇOS DE MANUT E CONSERV DE VEÍCULOS ; PEDÁGIOS";22.4;Jan;MEC/REPARO AUTOMOTIVA E PEDAGIO
DANI ALONSO;1;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;53.7;Jan;MAT. ESCRITORIO E OUTROS
DANI ALONSO;1;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;899.0;Jan;PUBLIC/INTERNET/SOFTWARE
DANI ALONSO;1;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);374.49;Jan;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
DANI ALONSO;1;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);315.35;Jan;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
DANI ALONSO;1;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);43.84;Jan;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
DANI ALONSO;1;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;53.58;Jan;HOSPEDAGEM/ALIMENTACAO
DANI ALONSO;1;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;83.62;Jan;HOSPEDAGEM/ALIMENTACAO
DANI ALONSO;1;K - LOCAÇÃO DE BENS MÓVEIS;550.0;Jan;LOC. MOVEIS
DANI ALONSO;1;L - LOCAÇÃO DE BENS IMÓVEIS;5703.0;Jan;LOC. IMOVEIS
DANI ALONSO;1;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;270.0;Jan;MANUT: MOVEIS/IMOVEIS/OUTROS
DANI ALONSO;1;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;115.0;Jan;MANUT: MOVEIS/IMOVEIS/OUTROS
DANI ALONSO;1;N - MORADIA;861.0;Jan;MORADIA
DANI ALONSO;1;O - LOCAÇÃO DE VEÍCULO;5203.22;Jan;LOC. VEICULO
DANI ALONSO;1;P - DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR;400.0;Jan;DIVULGACAO: ATIVIDADE PARLAMENTAR
DANI ALONSO;1;P - DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR;9600.0;Jan;DIVULGACAO: ATIVIDADE PARLAMENTAR
