Deputado;Mes;Tipo;Valor;Nome_Mes;Tipo_Abreviado
AGENTE FEDERAL DANILO BALAS;1;A - COMBUSTÍVEIS E LUBRIFICANTES;250.02;Jan;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;1;A - COMBUSTÍVEIS E LUBRIFICANTES;219.94;Jan;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;1;A - COMBUSTÍVEIS E LUBRIFICANTES;95.01;Jan;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;1;A - COMBUSTÍVEIS E LUBRIFICANTES;70.0;Jan;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;1;D - MATERIAIS E SERVIÇOS GRÁFICOS, DE CÓPIAS E REPRODUÇÃO DE DOCS;9200.0;Jan;MAT. SERV. GRAFICOS
AGENTE FEDERAL DANILO BALAS;1;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;32.0;Jan;MAT. ESCRITORIO E OUTROS
AGENTE FEDERAL DANILO BALAS;1;F - SERVIÇOS TÉCNICOS PROFISSIONAIS (CONSULTORIA, PESQUISAS ETC);2800.0;Jan;CONSULTORIA/PESQUISA ETC
AGENTE FEDERAL DANILO BALAS;1;F - SERVIÇOS TÉCNICOS PROFISSIONAIS (CONSULTORIA, PESQUISAS ETC);5200.0;Jan;CONSULTORIA/PESQUISA ETC
AGENTE FEDERAL DANILO BALAS;1;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;229.97;Jan;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;1;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;180.56;Jan;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;1;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);90.0;Jan;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;1;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);91.28;Jan;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;1;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);230.11;Jan;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;1;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;194.0;Jan;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;1;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;32.9;Jan;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;1;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;245.3;Jan;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;1;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;48.5;Jan;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;1;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;150.0;Jan;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;1;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;48.4;Jan;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;1;K - LOCAÇÃO DE BENS MÓVEIS;360.0;Jan;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;1;K - LOCAÇÃO DE BENS MÓVEIS;500.0;Jan;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;1;K - LOCAÇÃO DE BENS MÓVEIS;5800.0;Jan;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;1;L - LOCAÇÃO DE BENS IMÓVEIS;2500.0;Jan;LOC. IMOVEIS
AGENTE FEDERAL DANILO BALAS;1;L - LOCAÇÃO DE BENS IMÓVEIS;2500.0;Jan;LOC. IMOVEIS
AGENTE FEDERAL DANILO BALAS;1;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;1594.0;Jan;MANUT: MOVEIS/IMOVEIS/OUTROS
AGENTE FEDERAL DANILO BALAS;1;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;504.63;Jan;MANUT: MOVEIS/IMOVEIS/OUTROS
AGENTE FEDERAL DANILO BALAS;1;N - MORADIA;3426.0;Jan;MORADIA
AGENTE FEDERAL DANILO BALAS;1;O - LOCAÇÃO DE VEÍCULO;5203.22;Jan;LOC. VEICULO
AGENTE FEDERAL DANILO BALAS;2;A - COMBUSTÍVEIS E LUBRIFICANTES;109.72;Fev;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;2;A - COMBUSTÍVEIS E LUBRIFICANTES;110.05;Fev;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;2;A - COMBUSTÍVEIS E LUBRIFICANTES;549.29;Fev;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;2;A - COMBUSTÍVEIS E LUBRIFICANTES;300.0;Fev;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;2;A - COMBUSTÍVEIS E LUBRIFICANTES;289.56;Fev;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;2;A - COMBUSTÍVEIS E LUBRIFICANTES;126.07;Fev;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;2;"C - MATERIAIS E SERVIÇOS DE MANUT E CONSERV DE VEÍCULOS ; PEDÁGIOS";97.5;Fev;MEC/REPARO AUTOMOTIVA E PEDAGIO
AGENTE FEDERAL DANILO BALAS;2;D - MATERIAIS E SERVIÇOS GRÁFICOS, DE CÓPIAS E REPRODUÇÃO DE DOCS;8200.0;Fev;MAT. SERV. GRAFICOS
AGENTE FEDERAL DANILO BALAS;2;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;294.08;Fev;MAT. ESCRITORIO E OUTROS
AGENTE FEDERAL DANILO BALAS;2;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;160.75;Fev;MAT. ESCRITORIO E OUTROS
AGENTE FEDERAL DANILO BALAS;2;F - SERVIÇOS TÉCNICOS PROFISSIONAIS (CONSULTORIA, PESQUISAS ETC);2800.0;Fev;CONSULTORIA/PESQUISA ETC
AGENTE FEDERAL DANILO BALAS;2;F - SERVIÇOS TÉCNICOS PROFISSIONAIS (CONSULTORIA, PESQUISAS ETC);5200.0;Fev;CONSULTORIA/PESQUISA ETC
AGENTE FEDERAL DANILO BALAS;2;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;90.0;Fev;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;2;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;229.97;Fev;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;2;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;180.56;Fev;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;2;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);91.28;Fev;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;2;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);129.19;Fev;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;56.0;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;388.0;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;49.9;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;47.24;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;215.6;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;36.8;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;150.0;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;167.3;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;251.0;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;44.8;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;36.7;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;58.25;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;27.1;Fev;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;2;K - LOCAÇÃO DE BENS MÓVEIS;360.0;Fev;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;2;K - LOCAÇÃO DE BENS MÓVEIS;500.0;Fev;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;2;K - LOCAÇÃO DE BENS MÓVEIS;5800.0;Fev;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;2;L - LOCAÇÃO DE BENS IMÓVEIS;2500.0;Fev;LOC. IMOVEIS
AGENTE FEDERAL DANILO BALAS;2;L - LOCAÇÃO DE BENS IMÓVEIS;2500.0;Fev;LOC. IMOVEIS
AGENTE FEDERAL DANILO BALAS;2;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;1594.0;Fev;MANUT: MOVEIS/IMOVEIS/OUTROS
AGENTE FEDERAL DANILO BALAS;2;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;504.63;Fev;MANUT: MOVEIS/IMOVEIS/OUTROS
AGENTE FEDERAL DANILO BALAS;2;N - MORADIA;3426.0;Fev;MORADIA
AGENTE FEDERAL DANILO BALAS;2;O - LOCAÇÃO DE VEÍCULO;5203.22;Fev;LOC. VEICULO
AGENTE FEDERAL DANILO BALAS;2;P - DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR;200.18;Fev;DIVULGACAO: ATIVIDADE PARLAMENTAR
AGENTE FEDERAL DANILO BALAS;3;A - COMBUSTÍVEIS E LUBRIFICANTES;200.0;Mar;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;3;A - COMBUSTÍVEIS E LUBRIFICANTES;358.61;Mar;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;3;A - COMBUSTÍVEIS E LUBRIFICANTES;250.0;Mar;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;3;A - COMBUSTÍVEIS E LUBRIFICANTES;120.07;Mar;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;3;"C - MATERIAIS E SERVIÇOS DE MANUT E CONSERV DE VEÍCULOS ; PEDÁGIOS";87.8;Mar;MEC/REPARO AUTOMOTIVA E PEDAGIO
AGENTE FEDERAL DANILO BALAS;3;D - MATERIAIS E SERVIÇOS GRÁFICOS, DE CÓPIAS E REPRODUÇÃO DE DOCS;9200.0;Mar;MAT. SERV. GRAFICOS
AGENTE FEDERAL DANILO BALAS;3;D - MATERIAIS E SERVIÇOS GRÁFICOS, DE CÓPIAS E REPRODUÇÃO DE DOCS;214.5;Mar;MAT. SERV. GRAFICOS
AGENTE FEDERAL DANILO BALAS;3;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;402.05;Mar;MAT. ESCRITORIO E OUTROS
AGENTE FEDERAL DANILO BALAS;3;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;439.0;Mar;MAT. ESCRITORIO E OUTROS
AGENTE FEDERAL DANILO BALAS;3;F - SERVIÇOS TÉCNICOS PROFISSIONAIS (CONSULTORIA, PESQUISAS ETC);2800.0;Mar;CONSULTORIA/PESQUISA ETC
AGENTE FEDERAL DANILO BALAS;3;F - SERVIÇOS TÉCNICOS PROFISSIONAIS (CONSULTORIA, PESQUISAS ETC);5200.0;Mar;CONSULTORIA/PESQUISA ETC
AGENTE FEDERAL DANILO BALAS;3;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;90.0;Mar;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;3;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;229.97;Mar;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;3;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;148.56;Mar;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;3;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);218.02;Mar;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;3;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);76.28;Mar;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;388.0;Mar;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;30.0;Mar;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;248.38;Mar;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;29.0;Mar;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;134.38;Mar;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;99.4;Mar;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;45.07;Mar;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;1293.6;Mar;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;53.65;Mar;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;3;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;29.45;Mar;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;3;K - LOCAÇÃO DE BENS MÓVEIS;360.0;Mar;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;3;K - LOCAÇÃO DE BENS MÓVEIS;500.0;Mar;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;3;K - LOCAÇÃO DE BENS MÓVEIS;5800.0;Mar;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;3;L - LOCAÇÃO DE BENS IMÓVEIS;2500.0;Mar;LOC. IMOVEIS
AGENTE FEDERAL DANILO BALAS;3;L - LOCAÇÃO DE BENS IMÓVEIS;2500.0;Mar;LOC. IMOVEIS
AGENTE FEDERAL DANILO BALAS;3;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;1710.68;Mar;MANUT: MOVEIS/IMOVEIS/OUTROS
AGENTE FEDERAL DANILO BALAS;3;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;504.63;Mar;MANUT: MOVEIS/IMOVEIS/OUTROS
AGENTE FEDERAL DANILO BALAS;3;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;164.05;Mar;MANUT: MOVEIS/IMOVEIS/OUTROS
AGENTE FEDERAL DANILO BALAS;3;N - MORADIA;3448.2;Mar;MORADIA
AGENTE FEDERAL DANILO BALAS;3;O - LOCAÇÃO DE VEÍCULO;5203.22;Mar;LOC. VEICULO
AGENTE FEDERAL DANILO BALAS;3;P - DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR;533.73;Mar;DIVULGACAO: ATIVIDADE PARLAMENTAR
AGENTE FEDERAL DANILO BALAS;4;A - COMBUSTÍVEIS E LUBRIFICANTES;550.0;Abr;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;4;A - COMBUSTÍVEIS E LUBRIFICANTES;179.02;Abr;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;4;A - COMBUSTÍVEIS E LUBRIFICANTES;100.0;Abr;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;4;A - COMBUSTÍVEIS E LUBRIFICANTES;520.0;Abr;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;4;A - COMBUSTÍVEIS E LUBRIFICANTES;391.34;Abr;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;4;"C - MATERIAIS E SERVIÇOS DE MANUT E CONSERV DE VEÍCULOS ; PEDÁGIOS";91.1;Abr;MEC/REPARO AUTOMOTIVA E PEDAGIO
AGENTE FEDERAL DANILO BALAS;4;D - MATERIAIS E SERVIÇOS GRÁFICOS, DE CÓPIAS E REPRODUÇÃO DE DOCS;7700.0;Abr;MAT. SERV. GRAFICOS
AGENTE FEDERAL DANILO BALAS;4;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;344.84;Abr;MAT. ESCRITORIO E OUTROS
AGENTE FEDERAL DANILO BALAS;4;F - SERVIÇOS TÉCNICOS PROFISSIONAIS (CONSULTORIA, PESQUISAS ETC);5200.0;Abr;CONSULTORIA/PESQUISA ETC
AGENTE FEDERAL DANILO BALAS;4;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;229.97;Abr;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;4;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;148.56;Abr;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;4;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);90.0;Abr;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;4;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);209.73;Abr;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;4;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);76.28;Abr;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;4;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);129.19;Abr;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;1560.56;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;315.35;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;388.0;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;54.37;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;73.47;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;180.0;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;53.0;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;862.4;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;23.8;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;49.18;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;48.15;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;I - HOSPEDAGEM, ALIMENTAÇÃO E DESPESAS DE LOCOMOÇÃO;328.57;Abr;HOSPEDAGEM/ALIMENTACAO
AGENTE FEDERAL DANILO BALAS;4;K - LOCAÇÃO DE BENS MÓVEIS;427.2;Abr;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;4;K - LOCAÇÃO DE BENS MÓVEIS;500.0;Abr;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;4;K - LOCAÇÃO DE BENS MÓVEIS;5800.0;Abr;LOC. MOVEIS
AGENTE FEDERAL DANILO BALAS;4;L - LOCAÇÃO DE BENS IMÓVEIS;2500.0;Abr;LOC. IMOVEIS
AGENTE FEDERAL DANILO BALAS;4;L - LOCAÇÃO DE BENS IMÓVEIS;2500.0;Abr;LOC. IMOVEIS
AGENTE FEDERAL DANILO BALAS;4;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;1710.68;Abr;MANUT: MOVEIS/IMOVEIS/OUTROS
AGENTE FEDERAL DANILO BALAS;4;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;504.63;Abr;MANUT: MOVEIS/IMOVEIS/OUTROS
AGENTE FEDERAL DANILO BALAS;4;M - MANUTENÇÃO DE BENS MÓVEIS, IMÓVEIS, CONDOMÍNIOS E OUTROS;164.03;Abr;MANUT: MOVEIS/IMOVEIS/OUTROS
AGENTE FEDERAL DANILO BALAS;4;N - MORADIA;3536.0;Abr;MORADIA
AGENTE FEDERAL DANILO BALAS;4;O - LOCAÇÃO DE VEÍCULO;5203.22;Abr;LOC. VEICULO
AGENTE FEDERAL DANILO BALAS;4;P - DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR;446.27;Abr;DIVULGACAO: ATIVIDADE PARLAMENTAR
AGENTE FEDERAL DANILO BALAS;5;A - COMBUSTÍVEIS E LUBRIFICANTES;444.19;Mai;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;5;A - COMBUSTÍVEIS E LUBRIFICANTES;387.76;Mai;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;5;A - COMBUSTÍVEIS E LUBRIFICANTES;300.0;Mai;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;5;A - COMBUSTÍVEIS E LUBRIFICANTES;500.0;Mai;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;5;A - COMBUSTÍVEIS E LUBRIFICANTES;203.25;Mai;COMBUSTIVEIS
AGENTE FEDERAL DANILO BALAS;5;"C - MATERIAIS E SERVIÇOS DE MANUT E CONSERV DE VEÍCULOS ; PEDÁGIOS";185.5;Mai;MEC/REPARO AUTOMOTIVA E PEDAGIO
AGENTE FEDERAL DANILO BALAS;5;D - MATERIAIS E SERVIÇOS GRÁFICOS, DE CÓPIAS E REPRODUÇÃO DE DOCS;9200.0;Mai;MAT. SERV. GRAFICOS
AGENTE FEDERAL DANILO BALAS;5;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;128.0;Mai;MAT. ESCRITORIO E OUTROS
AGENTE FEDERAL DANILO BALAS;5;E - MATERIAIS DE ESCRITÓRIO E OUTROS MATERIAIS DE CONSUMO;250.67;Mai;MAT. ESCRITORIO E OUTROS
AGENTE FEDERAL DANILO BALAS;5;F - SERVIÇOS TÉCNICOS PROFISSIONAIS (CONSULTORIA, PESQUISAS ETC);5200.0;Mai;CONSULTORIA/PESQUISA ETC
AGENTE FEDERAL DANILO BALAS;5;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;229.97;Mai;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;5;G - ASSINATURAS DE PERIÓDICOS, PUBLICAÇÕES, INTERNET E SOFTWARES;180.56;Mai;PUBLIC/INTERNET/SOFTWARE
AGENTE FEDERAL DANILO BALAS;5;H - SERV.UTIL.PÚBLICA (TELEF.MÓVEL/FIXA, ENERGIA, ÁGUA, GÁS ETC);98.0;Mai;TELEF/MOVEL/FIXA, ENERGIA, ÁGUA...
